"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"2534","Bassin Chézine BO3","BO3 - milieu / BO3_02","K_sol",2016-04-21 12:00:00,15475.483,"Fluorescence X labo_sol"
"2535","Bassin Chézine BO3","BO3 - milieu / BO3_02","Fe_sol",2016-04-21 12:00:00,16254.127,"Fluorescence X labo_sol"
"2536","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cr_sol",2016-04-21 12:00:00,45.66,"Fluorescence X labo_sol"
"2537","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ca_sol",2016-04-21 12:00:00,2076.683,"Fluorescence X labo_sol"
"2538","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ba_sol",2016-04-21 12:00:00,353.297,"Fluorescence X labo_sol"
"2539","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-04-21 12:00:00,11.89,"Fluorescence X labo_sol"
"2540","Bassin Chézine BO3","BO3 - milieu / BO3_02","MS",2016-04-21 12:00:00,83.233,"Étuvage non ventilé à 105°C + Gravimétrie"
"2541","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-04-21 12:00:00,47.05,"Fluorescence X labo_sol"
"2542","Bassin Chézine BO3","BO3 - milieu / BO3_02","V_sol",2016-04-21 12:00:00,41.955,"Fluorescence X labo_sol"
"2543","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-04-21 12:00:00,2484.38,"Fluorescence X labo_sol"
"2544","Bassin Chézine BO3","BO3 - milieu / BO3_02","Sr_sol",2016-04-21 12:00:00,62.62,"Fluorescence X labo_sol"
"2545","Bassin Chézine BO3","BO3 - milieu / BO3_02","Pb_sol",2016-04-21 12:00:00,11.775,"Fluorescence X labo_sol"
"2546","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mn_sol",2016-04-21 12:00:00,284.403,"Fluorescence X labo_sol"
"2547","Bassin Chézine BO3","BO3 - milieu / BO3_02","K_sol",2016-04-21 12:00:00,15237.057,"Fluorescence X labo_sol"
"2548","Bassin Chézine BO3","BO3 - milieu / BO3_02","Fe_sol",2016-04-21 12:00:00,14204.417,"Fluorescence X labo_sol"
"2549","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cr_sol",2016-04-21 12:00:00,44.79,"Fluorescence X labo_sol"
"2550","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ca_sol",2016-04-21 12:00:00,2177.87,"Fluorescence X labo_sol"
"2551","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ba_sol",2016-04-21 12:00:00,359.393,"Fluorescence X labo_sol"
"2552","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-04-21 12:00:00,13.375,"Fluorescence X labo_sol"
"2553","Bassin Chézine BO3","BO3 - milieu / BO3_02","MS",2016-04-21 12:00:00,76.259,"Étuvage non ventilé à 105°C + Gravimétrie"
"2554","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-04-21 12:00:00,61.64,"Fluorescence X labo_sol"
"2555","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-04-21 12:00:00,2297.617,"Fluorescence X labo_sol"
"19423","Bassin Chézine BO3","BO3 - entrée / BO3_01","As_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19424","Bassin Chézine BO3","BO3 - entrée / BO3_01","B_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19425","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ba_f0.45um",2016-01-21 15:00:00,0.033,"ICP-OES-1"
"19426","Bassin Chézine BO3","BO3 - entrée / BO3_01","Be_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19427","Bassin Chézine BO3","BO3 - entrée / BO3_01","Bi_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19428","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ca_f0.45um",2016-01-21 15:00:00,13.355,"ICP-OES-1"
"19429","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cd_f0.45um",2016-01-21 15:00:00,NA,"ICP-MS 2008/2016"
"19430","Bassin Chézine BO3","BO3 - entrée / BO3_01","Co_f0.45um",2016-01-21 15:00:00,0.011,"ICP-OES-1"
"19431","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cr_f0.45um",2016-01-21 15:00:00,0.19,"ICP-MS 2008/2016"
"19432","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cu_f0.45um",2016-01-21 15:00:00,0.842,"ICP-1"
"19433","Bassin Chézine BO3","BO3 - entrée / BO3_01","Fe_f0.45um",2016-01-21 15:00:00,0.097,"ICP-OES-1"
"19434","Bassin Chézine BO3","BO3 - entrée / BO3_01","K_f0.45um",2016-01-21 15:00:00,1.634,"ICP-OES-1"
"19435","Bassin Chézine BO3","BO3 - entrée / BO3_01","Li_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19436","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mg_f0.45um",2016-01-21 15:00:00,10.405,"ICP-OES-1"
"19437","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mn_f0.45um",2016-01-21 15:00:00,0.882,"ICP-OES-1"
"19438","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mo_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19439","Bassin Chézine BO3","BO3 - entrée / BO3_01","Na_f0.45um",2016-01-21 15:00:00,48.428,"ICP-OES-1"
"19440","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ni_f0.45um",2016-01-21 15:00:00,4.945,"ICP-1"
"19441","Bassin Chézine BO3","BO3 - entrée / BO3_01","P_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19442","Bassin Chézine BO3","BO3 - entrée / BO3_01","Pb_f0.45um",2016-01-21 15:00:00,NA,"ICP-MS 2008/2016"
"19443","Bassin Chézine BO3","BO3 - entrée / BO3_01","Sb_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19444","Bassin Chézine BO3","BO3 - entrée / BO3_01","Se_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19445","Bassin Chézine BO3","BO3 - entrée / BO3_01","Sr_f0.45um",2016-01-21 15:00:00,0.099,"ICP-OES-1"
"19446","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ti_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19447","Bassin Chézine BO3","BO3 - entrée / BO3_01","Tl_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19448","Bassin Chézine BO3","BO3 - entrée / BO3_01","V_f0.45um",2016-01-21 15:00:00,NA,"ICP-1"
"19449","Bassin Chézine BO3","BO3 - entrée / BO3_01","Zn_f0.45um",2016-01-21 15:00:00,19.6,"ICP-OES-1"
"19450","Bassin Chézine BO3","BO3 - entrée / BO3_01","Al",2016-01-21 15:00:00,5.922,"ICP-OES-1"
"19451","Bassin Chézine BO3","BO3 - entrée / BO3_01","As",2016-01-21 15:00:00,2284.8,"ICP-OES-1"
"19452","Bassin Chézine BO3","BO3 - entrée / BO3_01","B",2016-01-21 15:00:00,1.082,"ICP-OES-1"
"19942","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ba",2016-01-21 15:00:00,0.35,"ICP-OES-1"
"19943","Bassin Chézine BO3","BO3 - entrée / BO3_01","Be",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19944","Bassin Chézine BO3","BO3 - entrée / BO3_01","Bi",2016-01-21 15:00:00,0.153,"ICP-OES-1"
"19945","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ca",2016-01-21 15:00:00,27.647,"ICP-OES-1"
"19946","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cd",2016-01-21 15:00:00,0.96,"ICP-MS 2008/2016"
"19947","Bassin Chézine BO3","BO3 - entrée / BO3_01","Co",2016-01-21 15:00:00,0.138,"ICP-OES-1"
"19948","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cr",2016-01-21 15:00:00,31.092,"ICP-MS 2008/2016"
"19949","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cu",2016-01-21 15:00:00,80.8,"ICP-1"
"19950","Bassin Chézine BO3","BO3 - entrée / BO3_01","Fe",2016-01-21 15:00:00,1535.2,"ICP-OES-1"
"19951","Bassin Chézine BO3","BO3 - entrée / BO3_01","K",2016-01-21 15:00:00,3.233,"ICP-OES-1"
"19952","Bassin Chézine BO3","BO3 - entrée / BO3_01","Li",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19953","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mg",2016-01-21 15:00:00,12.902,"ICP-OES-1"
"19954","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mn",2016-01-21 15:00:00,3.716,"ICP-OES-1"
"19955","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mo",2016-01-21 15:00:00,0.005,"ICP-OES-1"
"19956","Bassin Chézine BO3","BO3 - entrée / BO3_01","Na",2016-01-21 15:00:00,51.614,"ICP-OES-1"
"19957","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ni",2016-01-21 15:00:00,88.9,"ICP-1"
"19958","Bassin Chézine BO3","BO3 - entrée / BO3_01","Phosphore total",2016-01-21 15:00:00,15.971,"ICP-OES-1"
"19959","Bassin Chézine BO3","BO3 - entrée / BO3_01","Pb",2016-01-21 15:00:00,14.397,"ICP-MS 2008/2016"
"19960","Bassin Chézine BO3","BO3 - entrée / BO3_01","Sb",2016-01-21 15:00:00,0.131,"ICP-OES-1"
"19961","Bassin Chézine BO3","BO3 - entrée / BO3_01","Se",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19962","Bassin Chézine BO3","BO3 - entrée / BO3_01","Sr",2016-01-21 15:00:00,0.211,"ICP-OES-1"
"19963","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ti",2016-01-21 15:00:00,0.106,"ICP-OES-1"
"19964","Bassin Chézine BO3","BO3 - entrée / BO3_01","Tl",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19965","Bassin Chézine BO3","BO3 - entrée / BO3_01","V",2016-01-21 15:00:00,75.3,"ICP-1"
"19966","Bassin Chézine BO3","BO3 - entrée / BO3_01","Zn",2016-01-21 15:00:00,207.1,"ICP-OES-1"
"19967","Bassin Chézine BO3","BO3 - entrée / BO3_01","Al_f0.45um",2016-01-21 15:00:00,NA,"ICP-OES-1"
"19968","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-01-21 15:00:00,21.85,"Fluorescence X labo_sol"
"19969","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ba_sol",2016-01-21 15:00:00,63.1,"Fluorescence X labo_sol"
"19970","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ca_sol",2016-01-21 15:00:00,2781.67,"Fluorescence X labo_sol"
"19971","Bassin Chézine BO3","BO3 - milieu / BO3_02","Co_sol",2016-01-21 15:00:00,NA,"Fluorescence X labo_sol"
"19972","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cr_sol",2016-01-21 15:00:00,NA,"Fluorescence X labo_sol"
"19973","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cu_sol",2016-01-21 15:00:00,NA,"Fluorescence X labo_sol"
"19974","Bassin Chézine BO3","BO3 - milieu / BO3_02","Fe_sol",2016-01-21 15:00:00,17817.13,"Fluorescence X labo_sol"
"19975","Bassin Chézine BO3","BO3 - milieu / BO3_02","K_sol",2016-01-21 15:00:00,15824.71,"Fluorescence X labo_sol"
"19976","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mn_sol",2016-01-21 15:00:00,439.24,"Fluorescence X labo_sol"
"19977","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mo_sol",2016-01-21 15:00:00,NA,"Fluorescence X labo_sol"
"19978","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ni_sol",2016-01-21 15:00:00,NA,"Fluorescence X labo_sol"
"19979","Bassin Chézine BO3","BO3 - milieu / BO3_02","P_sol",2016-01-21 15:00:00,NA,"Fluorescence X labo_sol"
"19980","Bassin Chézine BO3","BO3 - milieu / BO3_02","Pb_sol",2016-01-21 15:00:00,19.39,"Fluorescence X labo_sol"
"19981","Bassin Chézine BO3","BO3 - milieu / BO3_02","Sr_sol",2016-01-21 15:00:00,34.56,"Fluorescence X labo_sol"
"19982","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-01-21 15:00:00,3070.92,"Fluorescence X labo_sol"
"19983","Bassin Chézine BO3","BO3 - milieu / BO3_02","V_sol",2016-01-21 15:00:00,69.1,"Fluorescence X labo_sol"
"19984","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-01-21 15:00:00,75.61,"Fluorescence X labo_sol"
"19985","Bassin Chézine BO3","BO3 - milieu / BO3_02","Si_sol",2016-01-21 15:00:00,149050.25,"Fluorescence X labo_sol"
"19986","Bassin Chézine BO3","BO3 - milieu / BO3_02","Al_sol",2016-01-21 15:00:00,38194.23,"Fluorescence X labo_sol"
"19987","Bassin Chézine BO3","BO3 - entrée / BO3_01","Al",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"19988","Bassin Chézine BO3","BO3 - entrée / BO3_01","As",2016-01-21 15:00:00,70.61,"Fluorescence X labo_liq"
"19989","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ba",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"19990","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ca",2016-01-21 15:00:00,508.36,"Fluorescence X labo_liq"
"19991","Bassin Chézine BO3","BO3 - entrée / BO3_01","Co",2016-01-21 15:00:00,231.38,"Fluorescence X labo_liq"
"19992","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cr",2016-01-21 15:00:00,52.99,"Fluorescence X labo_liq"
"19993","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cu",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"19994","Bassin Chézine BO3","BO3 - entrée / BO3_01","Fe",2016-01-21 15:00:00,63329.13,"Fluorescence X labo_liq"
"19995","Bassin Chézine BO3","BO3 - entrée / BO3_01","K",2016-01-21 15:00:00,2882.32,"Fluorescence X labo_liq"
"19996","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mn",2016-01-21 15:00:00,143.2,"Fluorescence X labo_liq"
"19997","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mo",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"19998","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ni",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"19999","Bassin Chézine BO3","BO3 - entrée / BO3_01","Phosphore total",2016-01-21 15:00:00,441.31,"Fluorescence X labo_liq"
"20000","Bassin Chézine BO3","BO3 - entrée / BO3_01","Pb",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"20001","Bassin Chézine BO3","BO3 - entrée / BO3_01","Sr",2016-01-21 15:00:00,3.27,"Fluorescence X labo_liq"
"20002","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ti",2016-01-21 15:00:00,674.25,"Fluorescence X labo_liq"
"20003","Bassin Chézine BO3","BO3 - entrée / BO3_01","V",2016-01-21 15:00:00,26.28,"Fluorescence X labo_liq"
"20004","Bassin Chézine BO3","BO3 - entrée / BO3_01","Zn",2016-01-21 15:00:00,NA,"Fluorescence X labo_liq"
"20005","Bassin Chézine BO3","BO3 - entrée / BO3_01","Si",2016-01-21 15:00:00,13734.13,"Fluorescence X labo_liq"
"20006","Bassin Chézine BO3","BO3 - milieu / BO3_02","Co_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20007","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20008","Bassin Chézine BO3","BO3 - milieu / BO3_02","Fe_sol",2016-01-21 15:15:00,354.12,"Fluorescence X in situ"
"20009","Bassin Chézine BO3","BO3 - milieu / BO3_02","Sr_sol",2016-01-21 15:15:00,4.34,"Fluorescence X in situ"
"20010","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ba_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20011","Bassin Chézine BO3","BO3 - milieu / BO3_02","Pb_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20012","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cu_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20013","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ni_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20014","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ca_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20015","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mo_sol",2016-01-21 15:15:00,3.64,"Fluorescence X in situ"
"20016","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cr_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20017","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mn_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20018","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20019","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-01-21 15:15:00,NA,"Fluorescence X in situ"
"20020","Bassin Chézine BO3","BO3 - milieu / BO3_02","K_sol",2016-01-21 15:05:00,7178.62,"Fluorescence X in situ"
"20021","Bassin Chézine BO3","BO3 - milieu / BO3_02","V_sol",2016-01-21 15:05:00,NA,"Fluorescence X in situ"
"20022","Bassin Chézine BO3","BO3 - milieu / BO3_02","Co_sol",2016-01-21 15:05:00,50.63,"Fluorescence X in situ"
"20023","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-01-21 15:05:00,2017.52,"Fluorescence X in situ"
"20024","Bassin Chézine BO3","BO3 - milieu / BO3_02","Fe_sol",2016-01-21 15:05:00,6987.05,"Fluorescence X in situ"
"20025","Bassin Chézine BO3","BO3 - milieu / BO3_02","Sr_sol",2016-01-21 15:05:00,18.23,"Fluorescence X in situ"
"20026","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ba_sol",2016-01-21 15:05:00,NA,"Fluorescence X in situ"
"20027","Bassin Chézine BO3","BO3 - milieu / BO3_02","Pb_sol",2016-01-21 15:05:00,12.43,"Fluorescence X in situ"
"20028","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cu_sol",2016-01-21 15:05:00,NA,"Fluorescence X in situ"
"20029","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ni_sol",2016-01-21 15:05:00,NA,"Fluorescence X in situ"
"20030","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ca_sol",2016-01-21 15:05:00,4450.9,"Fluorescence X in situ"
"20031","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mo_sol",2016-01-21 15:05:00,NA,"Fluorescence X in situ"
"20032","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cr_sol",2016-01-21 15:05:00,NA,"Fluorescence X in situ"
"20033","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mn_sol",2016-01-21 15:05:00,372.35,"Fluorescence X in situ"
"20034","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-01-21 15:05:00,14.85,"Fluorescence X in situ"
"20035","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-01-21 15:05:00,69.54,"Fluorescence X in situ"
"20036","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-01-21 15:01:00,17.96,"Fluorescence X in situ"
"20037","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-01-21 15:01:00,50.83,"Fluorescence X in situ"
"20038","Bassin Chézine BO3","BO3 - milieu / BO3_02","K_sol",2016-01-21 15:01:00,4372.22,"Fluorescence X in situ"
"20039","Bassin Chézine BO3","BO3 - milieu / BO3_02","V_sol",2016-01-21 15:01:00,NA,"Fluorescence X in situ"
"20040","Bassin Chézine BO3","BO3 - milieu / BO3_02","Co_sol",2016-01-21 15:01:00,57.98,"Fluorescence X in situ"
"20041","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-01-21 15:01:00,1115.42,"Fluorescence X in situ"
"20042","Bassin Chézine BO3","BO3 - milieu / BO3_02","Fe_sol",2016-01-21 15:01:00,6036.95,"Fluorescence X in situ"
"20043","Bassin Chézine BO3","BO3 - milieu / BO3_02","Sr_sol",2016-01-21 15:01:00,17.73,"Fluorescence X in situ"
"20044","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ba_sol",2016-01-21 15:01:00,NA,"Fluorescence X in situ"
"20045","Bassin Chézine BO3","BO3 - milieu / BO3_02","Pb_sol",2016-01-21 15:01:00,9.66,"Fluorescence X in situ"
"20046","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cu_sol",2016-01-21 15:01:00,NA,"Fluorescence X in situ"
"20047","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ni_sol",2016-01-21 15:01:00,NA,"Fluorescence X in situ"
"20048","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ca_sol",2016-01-21 15:01:00,3216.52,"Fluorescence X in situ"
"20049","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mo_sol",2016-01-21 15:01:00,2.76,"Fluorescence X in situ"
"20050","Bassin Chézine BO3","BO3 - milieu / BO3_02","Cr_sol",2016-01-21 15:01:00,NA,"Fluorescence X in situ"
"20051","Bassin Chézine BO3","BO3 - milieu / BO3_02","Mn_sol",2016-01-21 15:01:00,531.51,"Fluorescence X in situ"
"20052","Bassin Chézine BO3","BO3 - milieu / BO3_02","As_sol",2016-01-21 15:10:00,11.08,"Fluorescence X in situ"
"20053","Bassin Chézine BO3","BO3 - milieu / BO3_02","Zn_sol",2016-01-21 15:10:00,45.57,"Fluorescence X in situ"
"20054","Bassin Chézine BO3","BO3 - milieu / BO3_02","K_sol",2016-01-21 15:10:00,8067.63,"Fluorescence X in situ"
"20055","Bassin Chézine BO3","BO3 - milieu / BO3_02","V_sol",2016-01-21 15:10:00,NA,"Fluorescence X in situ"
"20056","Bassin Chézine BO3","BO3 - milieu / BO3_02","Co_sol",2016-01-21 15:10:00,NA,"Fluorescence X in situ"
"20057","Bassin Chézine BO3","BO3 - milieu / BO3_02","Ti_sol",2016-01-21 15:10:00,2113.41,"Fluorescence X in situ"
